nmr biomed	nmr in biomedicine
14786427	natural product research
aquaculture nutrition	aquaculture nutrition
journal of manufacturing systems	journal of manufacturing systems
amer j drug alcohol abuse	american journal of drug and alcohol abuse
journal of spacecraft and rockets	journal of spacecraft and rockets
15603547	regular and chaotic dynamics
perit dia i	peritoneal dialysis international
0014312x	european surgical research
j sched	journal of scheduling
acta histochemica	acta histochemica
10639667	proceedings of the ieee international conference on vlsi design
j trauma stress	journal of traumatic stress
mathematical methods in electromagnetic theory mmet conference proceedings	mathematical methods in electromagnetic theory mmet conference proceedings
oxid commun	oxidation communications
measurement control	measurement and control
trop grassl	tropical grasslands
03621340	acm sigplan notices
ministerstvo okhorony zdorovia ukrainy	likarska sprava ministerstvo okhorony zdorovia ukrainy
10619526	electro and magnetobiology
vitam hod	vitamins and hormones
15463427	penn state environmental law review
korean journal of radiology	korean journal of radiology
colonial waterbirds	waterbirds
pastoral ps	pastoral psychology
j mater synth proces	journal of materials synthesis and processing
opt laser technol	optics and laser technology
international journal of dental hygiene	international journal of dental hygiene
00319228	physics today
trend ecol evolut	trends in ecology and evolution
journal of macromolecular science physics	journal of macromolecular science physics
10567194	industrial bioprocessing
j public health oxf	journal of public health
medecine tropicale revue du corps de sante colonial	medecine tropicale
restaurator	restaurator
nippon rinsho japanese journal of clinical medicine	nippon rinsho japanese journal of clinical medicine
00132810	eisenbahningenieur
homeostasis health dis	homeostasis in health and disease
prik biokhim mikrobi	prikladnaia biokhimiia i mikrobiologiia
j reprod infant psychol	journal of reproductive and infant psychology
journal of the chinese institute of engineers transactions of the chinese institute of engineersseries achungkuo kung cheng hsuch kan	journal of the chinese institute of engineers transactions of the chinese institute of engineersseries achungkuo kung cheng hsuch kan
jpn j i a m	japan journal of industrial and applied mathematics
public works	public works
j insect biotechnol	journal of biotechnology and sericology
gior geront	giornale di gerontologia
journal of clinical laser medicine and surgery	journal of clinical laser medicine surgery
journal of computer assisted learning	journal of computer assisted learning
13424580	plant biotechnology
j genet psychol	journal of genetic psychology
bmc infectious diseases electronic resource	bmc infectious diseases
european journal of operational research	european journal of operational research
cmescomput model eng sci	cmes computer modeling in engineering and sciences
91573267	international journal of fracture
16187598	european journal of health economics
biotechnology law report	biotechnology law report
cardiol young	cardiology in the young
singapore journal of tropical geography	singapore journal of tropical geography
canc res th	cancer research therapy and control
am j alt ag	american journal of alternative agriculture
scandinavian journal of infectious diseases	scandinavian journal of infectious diseases
hazardous waste cons	hazardous waste consultant
school psychol quart	school psychology quarterly
child and adolescent social work journal	child and adolescent social work journal
trends parasitol	trends in parasitology
neuromolecular medicine	neuromolecular medicine
biodivers c	biodiversity and conservation
british journal of psychology london england 1953	british journal of psychology
physiol plantarum	physiologia plantarum
elec en jpn	electrical engineering in japan english translation of denki gakkai ronbunshi
13590987	journal of the royal anthropological institute
clinical rehabilitation	clinical rehabilitation
nippon shokakibyo gakkai zasshijapanese journal of gastroenterology	japanese journal of gastroenterology
journal of biomolecular structure dynamics	journal of biomolecular structure and dynamics
00384909	southwestern naturalist
physiological measurement	physiological measurement
vestn otorinolaringol	vestnik otorinolaringologii
j virol meth	journal of virological methods
51743941	mediterranean politics
14863847	canadian journal of dietetic practice and research
journal of medical systems	journal of medical systems
ethic behav	ethics behavior
transactions of materials and heat treatment	cailiao rechuli xuebaotransactions of materials and heat treatment
can j publ healthrev can san	canadian journal of public health
j mol evol	journal of molecular evolution
n z j geol geophys	new zealand journal of geology and geophysics
current opinion in biotechnology	current opinion in biotechnology
00332720	psychiatric quarterly
journal of economic dynamics and control	journal of economic dynamics and control
04527739	kuste
critquart	critquart
journal for healthcare quality official publication of the national association for healthcare quality	journal for healthcare quality official publication of the national association for healthcare quality
ann glacd	annals of glaciology
journal of optical technology a translation of opticheskii zhurnal	journal of optical technology a translation of opticheskii zhurnal
13696513	health expectations
journal of the new jersey dental association	journal of the new jersey dental association
general topology and its applications	topology and its applications
linguist in	linguistic inquiry
scandinavian journal of nutrition	scandinavian journal of nutritionnaringsforskning
experiments in fluids	experiments in fluids
j hum hypertension	journal of human hypertension
14737175	expert review of neurotherapeutics
proceedings of the ieee symposium on reliable distributed systems	proceedings of the ieee symposium on reliable distributed systems
american journal of pharmaceutical education	american journal of pharmaceutical education
healthcare leadership report	healthcare leadership report
14719827	nutrition bulletin
jadvmatercovina	jadvmatercovina
pediatric nephrology	pediatric nephrology
16148339	arztezeitschrift fur naturheilverfahren und regulationsmedizin
curr med chemantic	current medicinal chemistry anticancer agents
family practice	family practice
journal of the massachusetts dental society	journal of the massachusetts dental society
j theor soc behav	journal for the theory of social behaviour
15244636	arteriosclerosis thrombosis and vascular biology
eur j inform syst	european journal of information systems
jarqjapan agricultural research quarterly	japan agricultural research quarterly
03086631	mining magazine
91467923	political quarterly
fleischwirt	fleischwirtschaft
00237213	laeknabladid
am j h pro	american journal of health promotion
anim feed s	animal feed science and technology
proceedings of the 3rd international workshop on advanced ground penetrating radar iwagpr 2005	proceedings of the 3rd international workshop on advanced ground penetrating radar iwagpr 2005
biology of reproduction	biology of reproduction
10746846	demokratizatsiya
0376835x	development southern africa
j appl ichthyol	journal of applied ichthyology
gefasschirurgie	gefasschirurgie
rivstorfilos	rivstorfilos
09288244	fems immunology and medical microbiology
int test c	proceedings international test conference
jbiosciences	jbiosciences
09320776	zeitschrift fur naturforschung section b journal of chemical sciences
numer heat transfer pt aappl	numerical heat transfer part a applications
scand j plast reconstr surg	scandinavian journal of plastic and reconstructive surgery and hand surgery
the canadian veterinary journal la revue veterinaire canadienne	canadian veterinary journal
earth plan	earth and planetary science letters
wmj official publication of the state medical society of wisconsin	wisconsin medical journal
population studies	population studies
02582244	water wheel
00283878	neurology
08944946	gravure
11538634	perspectives on sexual and reproductive health
proceedings 2004 ieee international conference on fieldprogrammable technology fpt 04	proceedings 2004 ieee international conference on fieldprogrammable technology fpt 04
proceedings ieee international symposium on circuits and systems	proceedings ieee international symposium on circuits and systems
50022308	journal of neurosurgery
acta crystallographica section a	acta crystallographica section a foundations of crystallography
aust j entomol	australian journal of entomology
31532428	journal of receptor and signal transduction
17424690	retrovirology electronic resource
hels u tech	report helsinki university of technology signal processing laboratory
int j law psychiatry	international journal of law and psychiatry
j indian soc pedod prev dent	journal of indian society of pedodontics and preventive dentistry
die pharmazie	die pharmazie
american journal of psychiatry	american journal of psychiatry
studies in family planning	studies in family planning
international journal for numerical methods in engineering	international journal for numerical methods in engineering
0020577x	internasjonal politikk
gen eng new	genetic engineering news
journal of the showa medical association	journal of the showa medical association
skin therapy letter	skin therapy letter
08406529	health reports statistics canada canadian centre for health information rapports sur la sante statistique canada centre canadien dinformation sur la sante
architectural engineering building integration solutions	architectural engineering building integration solutions
clinical oral investigations	clinical oral investigations
journal of cognitive neuroscience	journal of cognitive neuroscience
20019483	indian heart journal
j sci food	journal of the science of food and agriculture
journal of orthopaedic surgery	journal of orthopaedic surgery
mech mach theor	mechanism and machine theory
00445231	zoologischer anzeiger
03207102	avtometriya
chin j clin oncol	chinese journal of clinical oncology
0272989x	medical decision making
struc eng m	structural engineering and mechanics
journal of experimental social psychology	journal of experimental social psychology
proceedings of the royal society of london series b biological sciences	proceedings of the royal society of london biological sciences
journal of microbiological methods	journal of microbiological methods
silva fenn	silva fennica
61465308	british journal of plastic surgery
phytocoenol	phytocoenologia
journal of the atmospheric sciences	journal of the atmospheric sciences
00219738	journal of clinical investigation
51369160	addiction biology
journal of waterway port coastal and ocean engineeringasce	journal of waterway port coastal and ocean engineeringasce
shanghai kou qiang yi xue shanghai journal of stomatology	shanghai kou qiang yi xue shanghai journal of stomatology
00309982	journal of the pakistan medical association
09513574	accounting auditing and accountability journal
00200204	information psychiatrique
10010521	rare metals
09382259	economic theory
family and community health	family community health
j microcol	journal of microcolumn separations
08947317	journal of the american society of echocardiography
intercienci	interciencia
conserv eco	conservation ecology
psychiatry research	psychiatry research
00231126	khimicheskoe i neftegazovoe mashinostroenie
yakhteh	yakhteh
am biol teach	american biology teacher
vopr psikhol	voprosy psikhologii
electrophor	electrophoresis
electronic journal of biotechnology	electronic journal of biotechnology
research in the teaching of english	research in the teaching of english
01956574	energy journal
adv space r	advances in space research
advances in textiles technology	advances in textiles technology
phase transitions	phase transitions
10575987	mmwr recommendations and reports morbidity and mortality weekly report recommendations and reports centers for disease control
chem sens flav	chemical senses
southwestern entomologist	southwestern entomologist
j neurosc	journal of neuroscience
journal of the formosan medical association	journal of the formosan medical association
11353074	revista espanola de nutricion comunitaria
00256455	meccanica
allgemeines statistisches archiv	allgemeines statistisches archiv
revmusicol	revmusicol
51573675	apoptosis
nuova rivista di neurologia	nuova rivista di neurologia
sci eng compos mater	science and engineering of composite materials
journal of network and systems management	journal of network and systems management
infor	infor
01739980	bulk solids handling
paper industry	paper industry
01469218	continuity and change
int j bio m	international journal of biological macromolecules
pharm tox	pharmacology toxicology
proceedings of the institution of mechanical engineers part g journal of aerospace engineering	proceedings of the institution of mechanical engineers part g journal of aerospace engineering
01567270	medicinal chemistry reviews online
janacjournal of the association of nurses in aids care	journal of the association of nurses in aids care
01465945	policy review
journal of circuits systems and computers	journal of circuits systems and computers
proceedings of the international symposium and exhibition on advanced packaging materials processes properties and interfaces	proceedings of the international symposium and exhibition on advanced packaging materials processes properties and interfaces
proceedings of the annual offshore technology conference	proceedings of the annual offshore technology conference
02770903	journal of asthma
publ money	public money and management
10859489	journal of the peripheral nervous system
commun anal geom	communications in analysis and geometry
j reninangioaldo s	journal of the reninangiotensinaldosterone system jraas
the journal of knee surgery	the journal of knee surgery
the neurologist	neurologist
population and development review	population and development review
progress in neurobiology	progress in neurobiology
ieee in a m	ieee industry applications magazine
expnephrol	expnephrol
ster func n	stereotactic and functional neurosurgery
arch phytopathol pflanzensch	archives of phytopathology and plant protection
13657852	prostate cancer and prostatic diseases
00174947	gruppenpsychotherapie und gruppendynamik
81091769	inhalation toxicology
canadian public policy analyse de politiques	canadian public policy
russ j org chem	russian journal of organic chemistry
chem tech fuels oil	chemistry and technology of fuels and oils
10926704	clean tech
mol genet mikrobiol	molekuliarnaia genetika mikrobiologiia i virusologiia
proceedings of the institution of civil engineers water and maritime engineering	proceedings of the institution of civil engineers water and maritime engineering
health data management	health data management
implant dent	implant dentistry
z gebu neon	zeitschrift fur geburtshilfe und neonatologie
ann geophysatm hydr	annales geophysicae
09819428	plant physiology and biochemistry
journal of plant resources and environment	journal of plant resources and environment
81861954	chinese science bulletin
j porphyr p	journal of porphyrins and phthalocyanines
humancomputer interaction	humancomputer interaction
13583948	bt technology journal
16111699	journal of business economics and management
02682966	international carpet bulletin
sex transm infect	sexually transmitted infections
00030007	bulletin of the american meteorological society
critical reviews in oral biology and medicine	critical reviews in oral biology and medicine
drug saf	drug safety
15268004	seminars in reproductive medicine
1356689x	manual therapy
cancer detection prev	cancer detection and prevention
macro mat e	macromolecular materials and engineering
sefarad	sefarad
acta biologica cracoviensia series botanica	acta biologica cracoviensia series botanica
j lat am st	journal of latin american studies
prog nat sci	progress in natural science
comput environ urban syst	computers environment and urban systems
minerva ort	minerva ortopedica e traumatologica
amazoniana	amazoniana
cardiac electrophysiology review	cardiac electrophysiology review
09168737	journal of smooth muscle research
00230294	journal of the kentucky medical association
09241868	user modelling and useradapted interaction
online j issues nurs	online journal of issues in nursing
biogenic amines	biogenic amines
bioorg med	bioorganic medicinal chemistry letters
russ j gen chem	russian journal of general chemistry
acta oecol	acta oecologica
lc gc eur	lcgc europe
american journal of cardiology	american journal of cardiology
02530465	krankenpflege soins infirmiers
15441709	annals of family medicine
02606917	nurse education today
southwest entomologist	southwestern entomologist
international planning studies	international planning studies
rob auton syst	robotics and autonomous systems
11373601	inteligencia artificial
00206598	international economic review
j exp th ph	journal of experimental and theoretical physics
jwest	jwest
pulp and paper week	pulp and paper week
journal of applied spectroscopy	journal of applied spectroscopy
14646722	molecular plant pathology
acta pharm turc	acta pharmaceutica turcica
mechanics of advanced materials and structures	mechanics of advanced materials and structures
meas techengl tr	measurement techniques
journal of nutrition education and behavior	journal of nutrition education
journal of analytical chemistry	journal of analytical chemistry
career develop quart	career development quarterly
canadian family physician	canadian family physician
leprosy rev	leprosy review
ann ent s a	annals of the entomological society of america
national association of orthopaedic nurses	orthopaedic nursing national association of orthopaedic nurses
yeast	yeast
07338716	ieee journal on selected areas in communications
politische vierteljahresschrift	politische vierteljahresschrift
00359149	notes and records of the royal society of london
revue medicale de la suisse romande	revue medicale de la suisse romande
ying yong sheng tai xue bao the journal of applied ecology zhongguo sheng tai xue xue hui zhongguo ke xue yuan shenyang ying yong sheng tai yan jiu suo zhu ban	chinese journal of applied ecology
journal of basic science and engineering	yingyong jichu yu gongcheng kexue xuebaojournal of basic science and engineering
00095982	chronicle of higher education
international carpet bulletin	international carpet bulletin
political psychology	political psychology
progress in photovoltaics research and applications	progress in photovoltaics research and applications
heal prog	health progress saint louis mo
acta psychiatrica et neurologica	acta neurologica scandinavica
acta seismologica sinica	acta seismologica sinica
j lond math	journal of the london mathematical society
archstoricoital	archstoricoital
08850666	journal of intensive care medicine
mayo clin p	mayo clinic proceedings
91464525	maritime policy and management
acm trans math software	acm transactions on mathematical software
appl biochem microbiolengl t	applied biochemistry and microbiology
soc choice	social choice and welfare
j vet emerg	journal of veterinary emergency and critical care
ieee transactions on control systems technology	ieee transactions on control systems technology
00092355	chemical and petroleum engineering
eng jcanada	engineering journal
krankenhauspsychiatrie	krankenhauspsychiatrie
archaeometr	archaeometry
school psychol int	school psychology international
15266125	journal of manufacturing processes
14387697	european journal of lipid science and technology
mol membrane biol	molecular membrane biology
08870624	energy and fuels
methods inform med	methods of information in medicine
12300381	przeglad wlokienniczy
j clin endocr metab	journal of clinical endocrinology and metabolism
world j biol psychia	the world journal of biological psychiatry the official journal of the world federation of societies of biological psychiatry
arch clin n	archives of clinical neuropsychology
aufbereitungstechnikmineral processing	aufbereitungstechnikmineral processing
journal of arthroplasty	journal of arthroplasty
experimental and clinical endocrinology diabetes	experimental and clinical endocrinology diabetes official journal german society of endocrinology and german diabetes association
phi delta kappan	phi delta kappan
proceedings of the international symposium on symbolic and algebraic computation issac	proceedings of the international symposium on symbolic and algebraic computation issac
00218812	journal of animal science
j rep fer s	journal of reproduction and fertility supplement
sens actuators a phys	sensors and actuators a physical
nephron experimental nephrology electronic resource	nephron experimental nephrology
00015415	acta chirurgiae orthopaedicae et traumatologiae cechoslovaca
physpartnuclei	physpartnuclei
wirel pers commun	wireless personal communications
soft computing	soft computing
acta neurologica belgica	acta neurologica belgica
landslides	landslides
15904261	annals of microbiology
genet mol biol	genetics and molecular biology
journal of pure and applied algebra	journal of pure and applied algebra
12301388	journal of animal and feed sciences
00068705	bragantia
int j proj manag	international journal of project management
act soc med upsal	upsala journal of medical sciences
14710226	international journal of vehicle autonomous systems
transportation	transportation
sexuality reproduction and menopause	sexuality reproduction and menopause
11472082	sex education
ann hum bio	annals of human biology
07206003	arztezeitschrift fur naturheilverfahren
vet hum toxicol	veterinary and human toxicology
03008738	revista medicochirurgicala a societatii de medici si naturalisti din iasi
jpn j neuropsychopharmacol	japanese journal of neuropsychopharmacology
10293507	midtaiwan journal of medicine
09698051	nuclear medicine and biology
food hydroc	food hydrocolloids
j acm	journal of the acm
nihon naika gakkai zasshi the journal of the japanese society of internal medicine	nihon naika gakkai zasshi the journal of the japanese society of internal medicine
jsocchristethics	jsocchristethics
10158618	african journal of neurological sciences
j psych obs	journal of psychosomatic obstetrics and gynaecology
09716777	journal of camel practice and research
epilepsy and behavior	epilepsy behavior eb
int j avi p	international journal of aviation psychology
15237036	journal of genderspecific medicine
annu rev genomic hum genet	annual review of genomics and human genetics
02181959	international journal of computational geometry and applications
00039527	archive for rational mechanics and analysis
j reine angew math	journal fur die reine und angewandte mathematik
ceska a slovenska farmacie	ceska a slovenska farmacie
ieee aerosp elect syst mag	ieee aerospace and electronic systems magazine
international journal of biomedical computing	international journal of biometeorology
mol cancer	molecular cancer
acta physiologiae plantarum	acta physiologiae plantarum
03784347	journal of chromatography b biomedical sciences and applications
fiber polym	fibers and polymers
osterrmusikz	osterrmusikz
safety sci	safety science
current opinion in microbiology	current opinion in microbiology
genet test	genetic testing
51361658	plasma physics and controlled fusion
j zool syst	journal of zoological systematics and evolutionary research
j assn pers	journal of the association for persons with severe handicaps
14759217	structural health monitoring
dynamical systems	dynamical systems
00235954	kybernetika
cytopathology official journal of the british society for clinical cytology	cytopathology
11496576	epilepsies
the canadian journal of cardiology	canadian journal of cardiology
00397881	synthesis
program comput softengl tr	programming and computer software
acta angiologica	acta angiologica
hearing res	hearing research
math control signal	mathematics of control signals and systems
ieee transactions on fuzzy systems	ieee transactions on fuzzy systems
arch soc esp oftalmol	archivos de la sociedad espanola de oftalmologia
14353199	vgb powertech
1203844x	canadian journal of allergy and clinical immunology
european polymer journal	european polymer journal
51560811	daru
16717449	journal of test and measurement technology
00187208	human factors
i j agron	indian journal of agronomy
10852360	clinical excellence for nurse practitioners
14681218	nonlinear analysis real world applications
j dermatol treatment	journal of dermatological treatment
00049522	australian journal of politics and history
ceramicssilikaty	ceramics silikaty
00369330	scottish medical journal
09678298	current opinion in investigational drugs
integ eq op	integral equations and operator theory
muttersprac	muttersprache
14038196	advances in physiotherapy
mikrobiologiya	mikrobiologiia
15284042	current neurology and neuroscience reports
midwives lond	midwives lond
ann biomed	annals of biomedical engineering
urban review	urban review
conference proceeding ieee international conference on networking sensing and control	conference proceeding ieee international conference on networking sensing and control
j optoelectron adv m	journal of optoelectronics and advanced materials
j metals	jom
toxicology letters	toxicology letters
00937355	lab animal
08927790	journal of endourology
j alzheimers dis	journal of alzheimers disease
transactions of the american society of agricultural engineers	transactions of the american society of agricultural engineers
histeuridea	histeuridea
sci justice	science justice journal of the forensic science society
science in china series bchemistry	science in china series b chemistry
scrip bot b	scripta botanica belgica
behavioural brain research	behavioural brain research
geol mag	geological magazine
rev soc ec	review of social economy
acta petr sin	acta petrologica sinica
1082720x	annals of noninvasive electrocardiology
nippon steel technical report	nippon steel technical report
00188476	iatul proceedings
international journal of clinical practice	international journal of clinical practice
rays	rays
child care hlth dev	child care health and development
blood pressure	blood pressure
zeitschrift fur allgemeinmedizin	zeitschrift fur allgemeinmedizin
biogeosciences discussions	biogeosciences discussions
03891755	chikei
08205450	cadalyst
am j phar e	american journal of pharmaceutical education
kriminalistik	kriminalistik
kyokai joho imeji zasshi	kyokai joho imeji zasshijournal of the institute of image information and television engineers
coll compos commun	college composition and communication
j elec mat	journal of electronic materials
coll j	colloid journal
07378831	library hi tech
mocaxue xuebao	mocaxue xuebaotribology
j math kyot	journal of mathematics of kyoto university
advan agron	advances in agronomy
81469870	urban history
j atten disord	journal of attention disorders
nursing economics	nursing economics
macromol res	macromolecular research
urooncology	urooncology
08131988	south pacific underwater medicine society journal
contributions to nephrology d	contributions to nephrology
10156305	brain pathology
ironmak st	ironmaking and steelmaking
journal of indian prosthodontist society	journal of indian prosthodontist society
comp exptl	computational and experimental methods
programelectron libr inform	program
mater plast	materiale plastice
la medicina del lavoro	la medicina del lavoro
04124081	chunghua yen ko tsa chih chinese journal of ophthalmology
electr technol russia	electrical technology russia
00048690	journal of sociology
oxford rev educ	oxford review of education
pesq agrop	pesquisa agropecuaria brasileira
09652140	addiction
manage decision econ	managerial and decision economics
concrete construction	concrete construction world of concrete
food and drug law journal	food and drug law journal
2005 international conference on physics and control physcon 2005 proceedings	2005 international conference on physics and control physcon 2005 proceedings
j diabetes complication	journal of diabetes and its complications
15763560	revista de ginecologia clinica y quirurgica
poeticstoday	poeticstoday
inorg chim aart let	inorganica chimica acta
systematic and applied microbiology	systematic and applied microbiology
arch pediatr	archives de pediatrie
rep med guidel outcomes res	report on medical guidelines outcomes research
10009930	xiangtan kuangye xueyuan xuebaojournal of xiangtan mining institute
10165134	sendrom
astropart phys	astroparticle physics
hospital security and safety management	hospital security and safety management
the international journal of developmental biology	international journal of developmental biology
indian journal of otolaryngology and head and neck surgery	indian journal of otolaryngology and head and neck surgery
meditsinskaia parazitologiia i parazitarnye bolezni	meditsinskaia parazitologiia i parazitarnye bolezni
innovations in engineering education 2004 mechanical engineering education mechanical engineering technology department heads	innovations in engineering education 2004 mechanical engineering education mechanical engineering technology department heads
00310182	palaeogeography palaeoclimatology palaeoecology
gummi fasern kunststoffe	gummi fasern kunststoffe
pan american journal of public health	revista panamericana de salud publicapan american journal of public health
biotechnol genet eng rev	biotechnology and genetic engineering reviews
international journal of modern physics b condensed matter physics statistical physics applied physics	international journal of modern physics b
powder metallurgy	powder metallurgy
metall ital	metallurgia italiana
09721525	sugar tech
02130599	anales de psiquiatria
journal of the communications network	journal of the communications network
00024317	the alabama nurse
dynamic systems and applications	dynamic systems and applications
00804134	journal of the royal agricultural society of england
international journal of remote sensing	international journal of remote sensing
ieeeperscommun	ieeeperscommun
antioxid re	antioxidants and redox signaling
nephron physiology electronic resource	nephron experimental nephrology
journal of porous media	journal of porous media
materials management in health care	materials management in health care
j econ bus	journal of economics and business
j public health	journal of public health
31098111	international journal of intelligent systems
admin law rev	administrative law review
int inf libr rev	international information and library review
41460210	journal of the national cancer institute
transaction of beijing institute of technology	beijing ligong daxue xuebaotransaction of beijing institute of technology
exerc sport sci rev	exercise and sport sciences reviews
bmc evol biol	bmc evolutionary biology
41460218	carcinogenesis
vie et milieulife and environment	vie et milieu
00221694	journal of hydrology
prog biochem biophys	progress in biochemistry and biophysics
land degr d	land degradation and development
annu rev physiol	annual review of physiology
international journal of vehicle design	international journal of vehicle design
british journal of anaesthesia	british journal of anaesthesia
1520037x	preventive cardiology
neues jahrbuch fur geologie und palaontologie monatshefte	neues jahrbuch fur geologie und palaontologie monatshefte
71532419	cancer investigation
int j comput geom	international journal of computational geometry and applications
01467868	corporate governance
13834517	contributions to zoology
telemed j e	telemedicine journal and ehealth
cognition	cognition
00105422	condor
probab theory rel	probability theory and related fields
nature clinical practice oncology	nature clinical practice oncology
14329123	somnologie
rev mat ibe	revista matematica iberoamericana
09188959	endocrine journal
monats chem	monatshefte fur chemie
child yout	child and youth care forum
journal of dentistry for children chicago ill	journal of dentistry for children chicago ill
j mater civil eng	journal of materials in civil engineering
int j sol s	international journal of solids and structures
postsov ge	postsoviet geography and economics
journal of small business management	journal of small business management
14640325	journal of environmental monitoring
01429612	biomaterials
psychoanalytic quarterly	psychoanalytic quarterly
j membr biol	journal of membrane biology
s afr j econ	south african journal of economics
drug design reviews online	drug design reviews online
beh ecology	behavioral ecology
03014797	journal of environmental management
rom j intern med	romanian journal of internal medicine revue roumaine de medecine interne
journal of prosthodontics	journal of prosthodontics
clinical pharmacokinetics	clinical pharmacokinetics
anil aggrawals internet journal of forensic medicine and toxicology	anil aggrawals internet journal of forensic medicine and toxicology
02365294	acta mathematica hungarica
ieee pervasive comput	ieee pervasive computing
business horizons	business horizons
j soc issues	journal of social issues
geostandards newsletterthe journal of geostandards and geoanalysis	geostandards newsletterthe journal of geostandards and geoanalysis
1477741x	eshre monographs
lab inv	laboratory investigation
act cryst b	acta crystallographica section b structural science
proceedings of the pulp and paper research conference	proceedings of the pulp and paper research conference
tenside sur	tenside surfactants detergents
strength and conditioning journal	strength and conditioning journal
0392291x	european review for medical and pharmacological sciences
i j chem b	indian journal of chemistry section b organic and medicinal chemistry
01543269	motor control
proceedings of the 2005 asce international conference on computing in civil engineering	proceedings of the 2005 asce international conference on computing in civil engineering
09667903	occupational therapy international
1070289x	identities
science technology human values	science technology and human values
chemistry and biology	chemistry biology
j appl geophys	journal of applied geophysics
iee procvis image signal pro	iee proceedings vision image and signal processing
womenhistrev	womenhistrev
ieee cons e	ieee transactions on consumer electronics
annu rev genet	annual review of genetics
comp mater sci	computational materials science
09638695	ndt and e international
10554181	technology and disability
mech mach t	mechanism and machine theory
acta dermatovenerol croat	acta dermatovenerologica croatica
j terramechanics	journal of terramechanics
extremophiles	extremophiles
j psychopathol behav assess	journal of psychopathology and behavioral assessment
inf men h j	infant mental health journal
language	language
eyet oph s	eye
journal of medical ultrasound	journal of medical ultrasound
01712004	handbook of experimental pharmacology
1528848x	nursing laws regan report
j occup organ psych	journal of occupational and organizational psychology
91764717	journal de physique iv jp
progress in chemistry	progress in chemistry
00028177	journal of the american dental association
women st in	womens studies international forum
51680938	journal of clinical and basic cardiology
acta gastroenterol latinoam	acta gastroenterologica latinoamericana
09570233	measurement science and technology
10935142	proceedings of the ieee workshop on computers in power electronics compel
11744957	biology letters
j archit plann res	journal of architectural and planning research
51349171	archives of histology and cytology
10916768	healthcare benchmarks
02767333	organometallics
archives of pediatrics adolescent medicine	archives of pediatrics adolescent medicine
0129167x	international journal of mathematics
pattern analysis and applications	pattern analysis and applications
j mach learn res	journal of machine learning research
br j biomed sci	british journal of biomedical science
organ dynam	organizational dynamics
taiwan journal of forest science	taiwan journal of forest science
journal of financial economics	journal of financial econometrics
biopolymers	biopolymers
bmc evolutionary biology	bmc evolutionary biology
bioresour technol	bioresource technology
pneumologie stuttgart germany	pneumologie
kuznechnoshtampovochnoe proizvodstvo obrabotka metallov davleniem	kuznechnoshtampovochnoe proizvodstvo obrabotka metallov davleniem
15426416	clinical proteomics
distrib comput	distributed computing
the quarterly journal of economics	quarterly journal of economics
orbisj world affairs	orbis
11467629	accounting and finance
01919040	insect science and its application
00098558	clay minerals
adv cardiol d	advances in cardiology
10781552	journal of oncology pharmacy practice
scientia geologica sinica	scientia geologica sinica
journal of geophysical researchspace physics	journal of geophysical researchearth surface
sex disabil	sexuality and disability
publ admin	public administration
proceedings of the 2004 structures congress building on the past securing the future	proceedings of the 2004 structures congress building on the past securing the future
31555921	evidencebased ophthalmology
00319449	phytomorphology an international journal of plant morphology
09148922	japanese journal of interventional cardiology
laboratory investigation	laboratory investigation
annals of oncology	annals of oncology
ed manag	ed management the monthly update on emergency department management
13682156	international journal of healthcare technology and management
j clin gastroenterol	journal of clinical gastroenterology
15534650	journal of minimally invasive gynecology
australian journal of plant physiology	australian journal of plant physiology
journal of automated methods management in chemistry	journal of automated methods and management in chemistry
eur j obstet gyn reprod biol	european journal of obstetrics gynecology and reproductive biology
0301679x	tribology international
chin j env	huanjing kexueenvironmental science
21537299	transfusion
transport reviews	transport reviews
journal of the international association for shell and spatial structures	journal of the international association for shell and spatial structures
curr opin cardiol	current opinion in cardiology
neural networks the official journal of the international neural network society	neural networks
10430679	seminars in thoracic and cardiovascular surgery
anal quan c	analytical and quantitative cytology and histology
new zeal j for sci	new zealand journal of forestry science
revista espanola de nutricion comunitaria	revista espanola de nutricion comunitaria
communications in algebra	communications in algebra
j viral hep	journal of viral hepatitis
sid int d	digest of technical papers sid international symposium
00021962	agronomy journal
j periodontol	journal of periodontology
jaids	journal of acquired immune deficiency syndromes
concepts in magnetic resonance part a bridging education and research	concepts in magnetic resonance part a bridging education and research
houston j math	houston journal of mathematics
00260827	metallurg
adv exp med biol	advances in experimental medicine and biology
00040894	area
journal of neurology	journal of neurology
journal of contemporary health law and policy	the journal of contemporary health law and policy
journal of vibration and acousticstransactions of the asme	journal of vibration and acoustics transactions of the asme
comput methods biome	computer methods in biomechanics and biomedical engineering
celestial mechanics dynamical astronomy	celestial mechanics and dynamical astronomy
70091384	physician and sportsmedicine
60034837	revista de investigacion clinica
15502252	ieee vehicular technology conference
journal of neuroophthalmology	journal of neuroophthalmology
physical review a atomic molecular and optical physics	physical review a atomic molecular and optical physics
international geology review	international geology review
0733947x	journal of transportation engineering
j fourier a	journal of fourier analysis and applications
j med int r	journal of medical internet research
autom constr	automation in construction
brain nerve	brain and nerve
pain	pain
71094408	optics express
arterioscl throm vas	arteriosclerosis thrombosis and vascular biology
ieee ind applicat soc ann m	conference record ias annual meeting ieee industry applications society
0004069x	archivum immunologiae et therapiae experimentalis
